39687006,Skin structure of inguinal region (body structure)
39723000,Sacroiliac joint structure (body structure)
39727004,Hypertension secondary to renal disease complicating AND/OR reason for care during puerperium (disorder)
39739007,Legionella jordanis (organism)
39743006,Structure of anterior segment of right upper lobe of lung (body structure)
39764005,Bantu (ethnic group)
39772007,Rectal polyp (disorder)
39777001,Sudan III stain (substance)
39790008,"Non-electric heating pad, device (physical object)"
39812007,Contusion of forearm (disorder)
39823006,Generalized atherosclerosis (disorder)
39826003,Struck by explosion (event)
39837002,Alternating esotropia (disorder)
39839004,Diaphragmatic hernia (disorder)
39845007,Anterior colporrhaphy (procedure)
39848009,Whiplash injury to neck (disorder)
39857003,Weighing patient (procedure)
39871006,Chronic respiratory failure (disorder)
39889007,Right occipitoanterior position (finding)
39898005,Sleep disorder (disorder)
39905002,Scimitar syndrome (disorder)
39908000,Food exchange list (finding)
39913001,Residential school infirmary (environment)
39937001,Skin structure (body structure)
39972003,Sodium (substance)
39976000,Bone structure of axis (body structure)
39980005,Fat controlled diet (finding)
40024006,Retinal defect (disorder)
40039007,"Vesicular stomatitis virus, Argentina (organism)"
40043006,Bottle feeding of patient (regime/therapy)
40055000,Chronic sinusitis (disorder)
40059006,Creation of aortofemoral shunt (procedure)
40068008,Hydroureteronephrosis (disorder)
40069000,Skin structure of lower eyelid (body structure)
40070004,Infection caused by Molluscum contagiosum (disorder)
40076005,Erie garnet stain (substance)
40100001,Obliterative bronchiolitis (disorder)
40104005,Fall in home (event)
40108008,Thalassemia (disorder)
40122008,Pneumoconiosis (disorder)
40130009,Spina bifida without hydrocephalus (disorder)
40144003,Morning stiffness - joint (finding)
40146001,Structure of cerebral cortex (body structure)
40149008,Gonococcal keratitis (disorder)
40165009,Buriats (ethnic group)
40174006,Isolation procedure (procedure)
40178009,Allergic urticaria (disorder)
40182006,Gypsies (ethnic group)
40196000,Mild pain (finding)
40198004,Thrombophlebitis of deep veins of lower extremity (disorder)
40199007,Supine body position (finding)
40219000,Delivery by Malstrom's extraction with episiotomy (procedure)
40242007,Structure of lateral external iliac lymph node (body structure)
40250003,Interatrial transposition of venous return (procedure)
40254007,Structure of digital artery of hand (body structure)
40257000,Contusion of shoulder region (disorder)
40265002,Structure of arch of vertebra (body structure)
40266001,Lobular (qualifier value)
40275004,Contact dermatitis (disorder)
40283005,Thrombophlebitis of superficial veins of lower extremity (disorder)
40300007,Structure of internal iliac vein (body structure)
40333002,Mycobacterium triviale (organism)
40342009,Thiamylal sodium (substance)
40354009,De Lange syndrome (disorder)
40365004,Anesthesia for procedure on lumbosacral spinal cord (procedure)
40379007,Mild recurrent major depression (disorder)
40388003,"Implant, device (physical object)"
40403005,Catheterization of right heart (procedure)
40415009,Proximal (qualifier value)
40425004,Postconcussion syndrome (disorder)
40445007,Heart valve regurgitation (disorder)
40468003,"Viral hepatitis, type A (disorder)"
40492006,Bladder dysfunction (finding)
40505001,Orthoptic training (regime/therapy)
40537000,Cold exposure (event)
40539002,Hypothyroidism following radioiodine therapy (disorder)
40541001,Acute pulmonary edema (disorder)
40546006,"Sodium restricted diet, 90 milliequivalents (finding)"
40565003,Carbon-11 (substance)
40568001,Recurrent brief depressive disorder (disorder)
40608009,Hypertropia (disorder)
40614002,Campylobacter coli (organism)
40617009,Artificial ventilation (regime/therapy)
40631009,Skew deviation (disorder)
40638003,Structure of both eyes (body structure)
40650009,Obstruction of colon (disorder)
40654000,Operation on eyelid (procedure)
40684008,Structure of inferior gluteal lymph node (body structure)
40689003,Testis structure (body structure)
40700009,Severe intellectual disability (disorder)
40701008,Echocardiography (procedure)
40710000,Iodopyracet (substance)
40713003,Mycobacterium ulcerans (organism)
40718007,Fast red B salt stain (substance)
40719004,Erosive esophagitis (disorder)
40725000,Muscular steatosis (disorder)
40733004,Infectious disease (disorder)
40739000,Dysphagia (disorder)
40740003,Genus Trypanosoma (organism)
40754006,Puumala virus (organism)
40772000,Fibrous plaque (morphologic abnormality)
40779009,Discoid atelectasis (disorder)
40791000,Preparation of disability evaluation report (procedure)
40799003,Subacromial bursitis (disorder)
40807001,Brother-sister sex play (finding)
40808006,Oil red O stain (substance)
40835002,Coffee ground vomiting (disorder)
40845000,Gastrointestinal ulcer (disorder)
40862005,Local excision of skin and subcutaneous tissue (procedure)
40867004,Structure of isthmus of thyroid gland (body structure)
40886007,Klebsiella oxytoca (organism)
40890009,Esophageal dysphagia (disorder)
40908007,Intervertebral disc structure of first thoracic vertebra (body structure)
40915004,Orgasm impairment (finding)
40917007,Clouded consciousness (finding)
40923002,"Tissue processing technique, routine, embed, cut and stain, per surgical specimen (procedure)"
40926005,Moderate mixed bipolar I disorder (disorder)
40930008,Hypothyroidism (disorder)
40937006,Iodine-124 (substance)
40951006,"Primary hyperoxaluria, type II (disorder)"
40956001,Guillain-Barré syndrome (disorder)
40958000,Nerve root structure (body structure)
40970001,Chronic osteomyelitis (disorder)
40979000,Lack of exercise (finding)
40980002,Spastic paralysis due to birth injury (disorder)
40983000,Structure of upper extremity between shoulder and elbow (body structure)
40987004,Intermittent explosive disorder (disorder)
41040004,Complete trisomy 21 syndrome (disorder)
41059002,Cesarean hysterectomy (procedure)
41076003,Mozambiquans (ethnic group)
41088001,Administration of vaccine product containing only Neisseria meningitidis antigen (procedure)
41090000,Chlamydophila psittaci variant bovis (organism)
41109008,South River virus (organism)
41111004,Bone structure of shaft of femur (body structure)
41112006,150 milligram calcium diet (finding)
41114007,Mild pre-eclampsia (disorder)
41137001,Bicipital tenosynovitis (disorder)
41145006,Structure of lateral common iliac lymph node (body structure)
41174002,Acute lymphadenitis (disorder)
41178004,Structure of sphincter ani muscle (body structure)
41179007,Increased erection of penis (finding)
41188003,Disorder of oral soft tissues (disorder)
41207000,Adenoviral pneumonia (disorder)
41216001,Prostatic structure (body structure)
41236000,Abnormal vital signs (finding)
41256004,Presbyopia (disorder)
41291007,Angioedema (disorder)
41296002,Iris structure (body structure)
41299009,Iatrogenic Cushing's disease (disorder)
41304005,Mycobacterium obuense (organism)
41308008,Acute follicular conjunctivitis (disorder)
41309000,Alcoholic liver damage (disorder)
41310005,Skin structure of upper eyelid (body structure)
41313007,Structure of internal intercostal muscle (body structure)
41328007,"Dengue virus, type 2 (organism)"
41334000,"Angina, class II (disorder)"
41339005,Coronary angioplasty (procedure)
41345002,Rickets (disorder)
41366005,Subgingival dental calculus (disorder)
41381004,Pneumonia caused by Pseudomonas (disorder)
41411008,Fall from playground equipment (event)
41440006,Radioisotope brain imaging (procedure)
41446000,Blepharitis (disorder)
41449007,General diet (finding)
41453009,Strabismus surgery (procedure)
41497008,Febrile convulsion (finding)
41501003,Threatening suicide (finding)
41510006,Anoxic seizure (finding)
41524005,Flagellantism (disorder)
41549009,Product containing angiotensin-converting enzyme inhibitor (product)
41550009,Skin structure of posterior surface of forearm (body structure)
41554000,"Autopsy, gross and microscopic examination with brain and spinal cord (procedure)"
41565005,Periodontitis (disorder)
41581000,Muscular hypertonicity (disorder)
41582007,Streptococcal tonsillitis (disorder)
41587001,Third trimester pregnancy (finding)
41601005,Structure of shaft of rib (body structure)
41608004,Closed fractures of tarsal AND metatarsal bones (disorder)
41633001,Intraocular pressure (observable entity)
41652007,Pain in eye (finding)
41663005,Disorder of pinna (disorder)
41695006,Scalp structure (body structure)
41699000,Effusion (morphologic abnormality)
41704008,Borrelia parkeri (organism)
41729002,Horseshoe kidney (disorder)
41750006,Brazilin stain (substance)
41758004,Ytterbium-169 (substance)
41770000,"Autopsy, gross and microscopic examination (procedure)"
41788008,Hereditary factor IX deficiency disease (disorder)
41798002,Caroline Islanders (ethnic group)
41801008,Coronary artery structure (body structure)
41817002,Closure of patent foramen ovale (procedure)
41829006,Dietary finding (finding)
41842006,Radioisotope study of hematopoietic system (procedure)
41844007,Free-standing geriatric clinic (environment)
41879009,Structure of distal portion of right coronary artery (body structure)
41888000,Temporomandibular joint disorder (disorder)
41905003,Career choice problem (finding)
41918006,External resorption of tooth (disorder)
41919003,Juvenile carcinoma of the breast (morphologic abnormality)
41944006,Amputee (finding)
41967008,Silver (substance)
41975002,Insomnia with sleep apnea (disorder)
41976001,Cardiac catheterization (procedure)
41982003,Male climacteric (finding)
42024000,Murine poliovirus (organism)
42030000,Disorder of the genitourinary system (disorder)
42033003,Sterculia gum (substance)
42035005,Bisexual (finding)
42052009,Omphalitis of newborn (disorder)
42059000,Retinal detachment (disorder)
42085001,Victim of rape (finding)
42096009,Dental liquid diet (finding)
42101009,Penetrating keratoplasty (procedure)
42112009,Urinary incontinence of non-organic origin (finding)
42116007,Prolapse of vaginal vault after hysterectomy (disorder)
42131003,Abnormal menstrual cycle (finding)
42157000,Closed fracture of vertebral column (disorder)
42177007,Pulse slow (finding)
42182000,Cystic medial necrosis (morphologic abnormality)
42188001,Closed fracture of ankle (disorder)
42239005,Carbohydrate diet (finding)
42248000,Methyl orange stain (substance)
42258001,Superior mesenteric artery structure (body structure)
42262007,Total shoulder replacement (procedure)
42265009,Idiopathic urticaria (disorder)
42284007,Administration of vaccine product containing only live attenuated Mycobacterium bovis antigen (procedure)
42288005,Absence of ejaculation (finding)
42289002,Wired jaw diet (finding)
42320003,Structure of left seminal vesicle (body structure)
42323001,Eruption cyst of jaw (disorder)
42343007,Congestive heart failure (disorder)
42345000,Polyneuropathy (disorder)
42385006,Lactocele (disorder)
42394000,Domestic nudity (finding)
42399005,Renal failure syndrome (disorder)
42416001,Lanolin (substance)
42417005,Carbon (14-C) triolein (substance)
42425007,Equivocal (qualifier value)
42427004,At increased risk for suffocation (finding)
42448002,Herpes zoster keratoconjunctivitis (disorder)
42452002,Thoracic radiculopathy (disorder)
42458003,Hemothorax due to trauma (disorder)
42464005,p-phenylenediamine (substance)
42472007,Structure of medial external iliac lymph node (body structure)
42479003,Injury of buttock (disorder)
42513006,Punctate keratitis (disorder)
42541005,Irritant gastritis (disorder)
42570001,Pruritus senilis (disorder)
42571002,Failed induction of labor (disorder)
42575006,Structure of pituitary fossa (body structure)
42632009,Andamanese (ethnic group)
42633004,"Bland diet, stage 1 (finding)"
42636007,Closed fracture of upper end of humerus (disorder)
42643001,Disorder of urinary bladder (disorder)
42644007,Basic coital position (finding)
42653000,Calcification of pericardium (disorder)
42655007,Complete bilateral paralysis of vocal cords (disorder)
42658009,Disorder of the peripheral nervous system (disorder)
42665001,Nursing home (environment)
42681006,Islet cell hyperplasia (disorder)
42695009,Thalamic structure (body structure)
42700002,Round shape (qualifier value)
42711005,Necrosis of the pulp (disorder)
42712003,Cri du chat (finding)
42728008,Indium (113-In) pentetate (substance)
42737008,Masculinity (finding)
42746002,Gonorrhea of rectum (disorder)
42752001,Due to (attribute)
42770003,Syphilis of tricuspid valve (disorder)
42786005,Snapping thumb syndrome (disorder)
42798000,Area (qualifier value)
42800007,Fine tremor (finding)
42810003,Major depression in remission (disorder)
42818005,Closed fracture of navicular bone of wrist (disorder)
42861008,Thrombophlebitis of iliac vein (disorder)
42932006,Structure of forceps minor (body structure)
42937000,"Restoration, crown, single (procedure)"
42942008,Compression fracture of vertebral column (disorder)
42954008,Diabetes mellitus associated with receptor abnormality (disorder)
42973007,Structure of thoracic inlet (body structure)
42982001,Sialoadenitis (disorder)
42984000,Night sweats (finding)
43005009,Shuffling gait (finding)
43019009,Nelson syndrome (disorder)
43029002,Abnormal posture (finding)
43038000,Cardiovascular examination and evaluation (procedure)
43045000,Lacrimal caruncle structure (body structure)
43056000,Cuna (ethnic group)
43064006,Hydronephrosis (disorder)
43067004,Skin structure of scalp (body structure)
43068009,Motherhood (observable entity)
43075005,Partial resection of colon (procedure)
43077002,Cyst of epididymis (disorder)
43081002,Skin structure of neck (body structure)
43084005,Adolescent unwed mother (finding)
43091008,Listeria seeligeri (organism)
43100002,Late cortical cerebellar atrophy (disorder)
43105007,Choreoathetosis (disorder)
43106008,Pyronine G stain (substance)
43116000,Eczema (disorder)
43119007,Structure of posterior communicating artery (body structure)
43141007,Inhibition of lactation procedure (procedure)
43144004,Cyst of jaw (disorder)
43150009,Panic disorder without agoraphobia with severe panic attacks (disorder)
43153006,Myxedema (disorder)
43199008,Vibrio fluvialis (organism)
43201005,Amine (substance)
43230003,Rubber (substance)
43239002,Selenium-75 (substance)
43240000,Diarrhea of presumed infectious origin (disorder)
43252007,"Cochlear prosthesis, device (physical object)"
43275000,Otitis (disorder)
43281008,Structure of deciduous mandibular left canine tooth (body structure)
43295006,Closed fracture of humerus (disorder)
43299000,Miliary aneurysm (morphologic abnormality)
43339004,Hypokalemia (disorder)
43363007,Posterior uveitis (disorder)
43364001,Abdominal discomfort (finding)
43378000,Extrapyramidal sign (finding)
43381005,Passive smoker (finding)
43396009,Hemoglobin A1c measurement (procedure)
43422002,Crushing injury of foot (disorder)
43424001,Tetanus neonatorum (disorder)
43437003,Submucous cleft of hard palate (disorder)
43454006,Treponema pallidum ss. pallidum (organism)
43478001,Abdominal tenderness (finding)
43486001,Hemiplegic cerebral palsy (disorder)
43491000,Acute epididymitis (disorder)
43492007,Streptococcus agalactiae (organism)
43498006,Body fluid retention (finding)
43520008,"Operation of a therapeutic device, function (observable entity)"
43526002,Operative site (morphologic abnormality)
43538006,Non radiopaque medium (substance)
43548008,Mittelschmerz (finding)
43549000,Solochrome azurine (BS) stain (substance)
43577009,Vegetable exchange list (finding)
43608005,Australian Aborigines (ethnic group)
43612004,Shigella dysenteriae (organism)
43614003,Autistic disorder of childhood onset (disorder)
43622005,Structure of deciduous maxillary left lateral incisor tooth (body structure)
43650005,Decreased cardiac function (finding)
43664005,Normal weight (finding)
43674008,Apical (qualifier value)
43724002,Chill (finding)
43735007,Sulfur (substance)
43752006,Inflammation of small intestine and colon (disorder)
43756009,Traumatic rupture of spleen (disorder)
43769008,Mild mixed bipolar I disorder (disorder)
43783005,Moderate drinker (finding)
43797002,Stricture of bile duct (disorder)
43799004,Thoracic cavity structure (body structure)
43815004,"Implantation of cochlear prosthetic device, single channel (procedure)"
43829003,Chronic osteoarthritis (disorder)
43854003,Abnormal retraction of eyelid (disorder)
43863001,Structure of superior left pulmonary vein (body structure)
43878008,Streptococcal sore throat (disorder)
43890005,Dieguenos (ethnic group)
43899006,Structure of popliteal artery (body structure)
43902009,"Hard vocal attack, function (observable entity)"
43914001,Laryngeal voice function (observable entity)
43935004,Vascular ectasia of gastric antrum (disorder)
43939005,Autopsy service by diener (procedure)
43941006,"Pseudohypoaldosteronism, type 1 (disorder)"
43959009,Cataract of eye due to diabetes mellitus (disorder)
43967001,Entire anterior cardiac vein (body structure)
43982006,Solar degeneration (disorder)
43993008,Bone structure of twelfth rib (body structure)
43994002,Behavior showing reduced motor activity (finding)
44001008,Premature ejaculation (finding)
44018007,Cholestatic jaundice syndrome (disorder)
44027008,Seafood (substance)
44054006,Diabetes mellitus type 2 (disorder)
44057004,Conductive hearing loss (disorder)
44062003,Early menarche (finding)
44077006,Numbness (finding)
44081006,Kuru agent (organism)
44103008,Ventricular arrhythmia (disorder)
44106000,Treponema pallidum ss. endemicum (organism)
44119001,Anastomosis of small intestine to small intestine (procedure)
44132006,Abscess (morphologic abnormality)
44166002,Radical excision of skin lesion (procedure)
44169009,Loss of sense of smell (finding)
44172002,Human poliovirus (organism)
44186003,Dyssomnia (disorder)
44188002,Fall in shower (event)
44201003,Mumps meningitis (disorder)
44216000,"Retained products of conception, following delivery with hemorrhage (disorder)"
44218004,Implantation of cochlear electrode (procedure)
44219007,Pseudoexfoliation of lens capsule (disorder)
44223004,Premature rupture of membranes (disorder)
44241007,Heart valve stenosis (disorder)
44268007,Retinoschisis (disorder)
44276009,Habitual promiscuity (finding)
44279002,Miliaria crystallina (disorder)
44298000,Lymph node abscess (disorder)
44300000,Entire vertebral column (body structure)
44301001,Suicide (event)
44318002,Posthitis (disorder)
44323002,Tuberculosis of kidney (disorder)
44324008,Hemodynamic measurements (procedure)
44337006,Incision of gallbladder (procedure)
44376007,Dissociative disorder (disorder)
44378008,Partial colectomy with anastomosis (procedure)
44402007,Loss of teeth due to extraction (disorder)
44412000,Chronic gonococcal urethritis (disorder)
44416002,Airway constriction (finding)
44428005,Cellulitis of buttock (disorder)
44441009,Flexible fiberoptic sigmoidoscopy (procedure)
44452003,Normocytic hypochromic anemia (disorder)
44455001,Hypersomnia disorder related to a known organic factor (disorder)
44460002,Turks (ethnic group)
44465007,Sprain of ankle (disorder)
44470000,Haemophilus influenzae (organism)
44488008,Bismark brown R stain (substance)
44491008,Fluoroscopy (procedure)
44523003,"Vocal attack, function (observable entity)"
44532001,Effects of air pressure (disorder)
44548000,Hyperactive behavior (finding)
44558001,Repair of inguinal hernia (procedure)
44564008,Loss of voice (finding)
44567001,Tracheal structure (body structure)
44568006,Syphilitic interstitial keratitis (disorder)
44578009,Core needle biopsy of breast (procedure)
44588005,Iodine (substance)
44612009,Structure of sternal angle (body structure)
44627009,Structure of outflow tract of right ventricle (body structure)
44635007,Fecal impaction (disorder)
44651004,Contraceptive use education (procedure)
44653001,Erysipelas (disorder)
44666001,Microcytic hypochromic anemia (disorder)
44695005,Paralysis (finding)
44714003,Structure of upper lobe of left lung (body structure)
44730006,Uremia (disorder)
44743006,Gonococcal infection of joint (disorder)
44760001,Mycobacterium asiaticum (organism)
44771000,Microcalcifications of the breast (disorder)
44777001,Creation of conduit between right ventricle and pulmonary artery (procedure)
44788007,Right pleura structure (body structure)
44801007,Contusion of hip (disorder)
44808001,Conduction disorder of the heart (disorder)
44812007,"Inhalation anesthesia, machine system, closed, no rebreathing of primary agent (procedure)"
44830000,Structure of lateral plantar artery (body structure)
44865000,Secondary polycythemia (disorder)
44868003,Acupuncture (procedure)
44870007,Misused drugs in past (finding)
44882003,Balanitis (disorder)
44897000,Mesenteric lymphadenitis (disorder)
44909008,Sympathetic trunk structure (body structure)
44912006,Clitoral erection (finding)
44914007,Upper limb lymph node structure (body structure)
44946007,Repair of umbilical hernia (procedure)
44947003,Structure of erector spinae muscle (body structure)
44963006,General diet for pregnancy and lactation (finding)
44984001,Structure of ulnar artery (body structure)
45001002,Bone matrix (substance)
45007003,Low blood pressure (disorder)
45017008,Open wound of lower limb with complication (disorder)
45048000,Neck structure (body structure)
45058001,Syphilis of pulmonary valve (disorder)
45106005,Congo red stain (substance)
45150006,Auditory hallucinations (finding)
45154002,Glycosuria (finding)
45170000,Encephalitis (disorder)
45177002,Swelling of structure of eye (finding)
45181002,Schmorl's nodes (disorder)
45206002,Nasal structure (body structure)
45211000,Catheterization (procedure)
45215009,Tantalum (substance)
45224000,Struck by missile (event)
45227007,Hypertrophic obstructive cardiomyopathy (disorder)
45234009,Structure of deciduous maxillary left first molar tooth (body structure)
45261009,Viral conjunctivitis (disorder)
45262002,Mercury (substance)
45281005,Atherosclerosis of renal artery (disorder)
45289007,Parotid gland structure (body structure)
45292006,Vulval structure (body structure)
45316007,Radionuclide localization of tumor (procedure)
45326000,Shoulder pain (finding)
45330002,"Restoration, inlay, metallic (procedure)"
45338009,Hypertrophy of salivary gland (disorder)
45341000,Structure of trunk of pulmonary artery (body structure)
45346005,Alteration in nutrition: more than body requirements (finding)
45352006,Spasm (finding)
45356009,Closed fracture of one rib (disorder)
45361006,Imprisonment (finding)
45369008,Neurohypophyseal diabetes insipidus (disorder)
45372001,Insertion of pessary into vagina (procedure)
45377007,Acute gonococcal salpingitis (disorder)
45404002,Inkoo virus (organism)
45460008,Intrauterine transfusion (procedure)
45465003,Basques (ethnic group)
45477008,Exposed to vibration (event)
45503006,Common ventricle (disorder)
45534005,Glossitis (disorder)
45559001,Focal fibrosis (morphologic abnormality)
45564002,Achalasia of esophagus (disorder)
45582004,Rubinstein-Taybi syndrome (disorder)
45591000,Skin structure of intertragal incisure (body structure)
45595009,Laparoscopic cholecystectomy (procedure)
45613006,Contusion of lower leg (disorder)
45618002,Skilled nursing facility (environment)
45626005,Nontraumatic hemoperitoneum (disorder)
45631007,Structure of radial artery (body structure)
45633005,"Peritoneal dialyzer, device (physical object)"
45643008,External beam radiation therapy using electrons (procedure)
45653009,Structure of upper lobe of lung (body structure)
45662006,Mycobacterium terrae (organism)
45681003,"Staging operation involving incision, exploration and biopsy (procedure)"
45682005,Structure of parametrium (body structure)
45688009,Pars planitis (disorder)
45704003,At increased risk for noncompliance (finding)
45718005,Vaginal delivery with forceps including postpartum care (procedure)
45749000,Vibrio alginolyticus (organism)
45757002,Labor problem (finding)
45781009,Peripheral nerve entrapment syndrome (disorder)
45793000,Pineal structure (body structure)
45795007,Melanosis oculi (disorder)
45804006,"Autonomous breathing, function (observable entity)"
45806008,Reduction deformity of upper limb (disorder)
45816000,Pyelonephritis (disorder)
45828008,"Anemia in mother complicating pregnancy, childbirth AND/OR puerperium (disorder)"
45838003,Powassan virus (organism)
45849009,Technetium (99m-Tc) sodium glucoheptonate (substance)
45850009,Continent of urine (finding)
45861001,Pes anserinus tendinitis (disorder)
45890007,Transdermal route (qualifier value)
45899008,Free-standing laboratory facility (environment)
45913009,Laryngitis (disorder)
45921003,Removal of cardiac pacemaker electrodes with replacement (procedure)
45924006,Necrophilia (disorder)
45929001,Half-brother (person)
45939007,Leg length inequality (disorder)
45979003,Abdominal wind pain (finding)
45981001,Skin structure of anterior surface of upper arm (body structure)
45993005,Cholecystectomy with exploration of common duct (procedure)
45994004,Erotic vomiting (disorder)
46014006,Corn of toe (disorder)
46023009,"Pedophilia, same AND opposite sex (disorder)"
46027005,Structure of common iliac vein (body structure)
46030003,Tricuspid valve structure (body structure)
46053002,Distal (qualifier value)
46055009,Structure of submental lymph node (body structure)
46085004,Thrombosis of retinal vein (disorder)
46090001,Balanoposthitis (disorder)
46105003,Vocal cord structure (body structure)
46109009,Subendocardial ischemia (disorder)
46110004,Somalis (ethnic group)
46113002,Hypertensive heart failure (disorder)
46116005,Excision of malignant tumor of breast (procedure)
46136006,Electrocardiogram with exercise test (procedure)
46139004,Martius yellow stain (substance)
46152009,Tear film insufficiency (disorder)
46157003,Structure of appendicular lymph node (body structure)
46177005,End-stage renal disease (disorder)
46206005,Mood disorder (disorder)
46207001,Pneumonitis caused by acquired toxoplasmosis (disorder)
46210008,Cyst of eyelid (disorder)
46212000,Juvenile fibroadenoma (morphologic abnormality)
46224007,Vaccination clinic (environment)
46229002,Severe mixed bipolar I disorder without psychotic features (disorder)
46244001,Recurrent major depression in full remission (disorder)
46249006,"Artificial insemination, heterologous (procedure)"
46255001,Pharmacist (occupation)
46319007,Right bundle branch block AND left posterior fascicular block (disorder)
46353006,Structure of mucous membrane of lower lip (body structure)
46385009,Glenoid structure (body structure)
46422008,Closed fracture of shaft of metacarpal bone (disorder)
46464008,Enterococcus durans (organism)
46466005,Genus Bordetella (organism)
46481004,Low-renin essential hypertension (disorder)
46500003,Dryness of vulva (disorder)
46522005,Fruit exchange list (finding)
46557008,Disorder of hard tissues of teeth (disorder)
46576005,Product containing flecainide (medicinal product)
46578006,Lumbosacral radiculitis (disorder)
46602004,Electron (substance)
46607005,Nasal turbinate structure (body structure)
46619002,Congenital heart block (disorder)
46621007,Atelectasis (disorder)
46635009,Diabetes mellitus type 1 (disorder)
46651001,Isolated (qualifier value)
46659004,Von Hippel-Lindau syndrome (disorder)
46662001,Examination of breast (procedure)
46665004,Cryptosporidium meleagridis (organism)
46674002,Nondiabetic proliferative retinopathy (disorder)
46677009,Gleason grade score 3 out of 10 (finding)
46681009,Cerclage of cervix during pregnancy by abdominal approach (procedure)
46689006,Hypertrophy of tonsils (disorder)
46699001,Bursitis caused by Neisseria gonorrhoeae (disorder)
46701001,Acute myocarditis (disorder)
46706006,Replacement of contraceptive intrauterine device (procedure)
46713006,Nasal route (qualifier value)
46716003,Microalbuminuria measurement (procedure)
46722007,Congenital anomaly of pleural folds (disorder)
46723002,Badagas (ethnic group)
46742003,Skin ulcer (disorder)
46750007,Structure of hilum of lung (body structure)
46752004,Torus palatinus (disorder)
46764007,Severe pre-eclampsia (disorder)
46775006,Respiratory distress syndrome in the newborn (disorder)
46785007,Familial juvenile gout (disorder)
46795000,Actinic cheilitis (disorder)
46799006,Dysenteric diarrhea (disorder)
46802002,Smokers' cough (disorder)
46825001,Electrocardiographic monitoring (procedure)
46851004,Contact with plants (event)
46862004,Buttock structure (body structure)
46866001,Fracture of lower limb (disorder)
46869008,Education about prevention of pressure injury (procedure)
46876003,Cellulitis of trunk (disorder)
46894009,Gestational diabetes mellitus class A2 (disorder)
46903006,Hydrotherapy (regime/therapy)
46917002,Anterior asynclitism (finding)
46964002,Diversional therapy (regime/therapy)
46970008,Pneumonia caused by Mycoplasma pneumoniae (disorder)
46973005,Blood pressure taking (procedure)
46975003,Organic mental disorder caused by cocaine (disorder)
47016003,Hyperalimentation formula for pancreatitis (finding)
47020004,Ventriculoperitoneal shunt (procedure)
47028006,Congenital hiatus hernia (disorder)
47030008,Insoluble berlin blue stain (substance)
47032000,Congenital hydrocephalus (disorder)
47040006,Disorder of aorta (disorder)
47079000,Ultrasonography of breast (procedure)
47099006,Irregular astigmatism (disorder)
47100003,Anemia of prematurity (disorder)
47109002,Structure of lymph node of thorax (body structure)
47147007,Congenital anomaly of lung (disorder)
47188007,"Injection of anesthetic substance, therapeutic, subarachnoid, continuous (procedure)"
47192000,Meglumine amidotrizoate (substance)
47197006,"Autopsy, gross examination with brain and spinal cord (procedure)"
47200007,High risk pregnancy (finding)
47222000,Friction injury of tooth (disorder)
47224004,Skin structure of posterior surface of lower leg (body structure)
47235009,Contact with power tool (event)
47250000,Bruneians (ethnic group)
47252008,Alteration in patterns of urinary elimination (finding)
47270006,Hypercortisolism (disorder)
47284001,Aggressive fibromatosis (morphologic abnormality)
47295007,Psychomotor agitation (finding)
47307007,Factor VIII inhibitor disorder (disorder)
47327008,Mexican Indians (ethnic group)
47372000,Adjustment disorder with anxious mood (disorder)
47374004,Tarsal tunnel syndrome (disorder)
47382004,Dermatophytosis (disorder)
47398006,Marginal corneal ulcer (disorder)
47411002,Implantation of penile prosthesis (procedure)
47429007,Associated with (attribute)
47432005,Implantation of heart valve prosthesis or synthetic device (procedure)
47435007,Administration of vaccine product containing only Measles morbillivirus antigen (procedure)
47451004,Administration of electrolytes (procedure)
47465002,Vesicular stomatitis New Jersey virus (organism)
47471008,Popliteal lymph node structure (body structure)
47486002,Fast red ITR stain (substance)
47488001,Intracystic papillary adenoma (morphologic abnormality)
47505003,Posttraumatic stress disorder (disorder)
47525004,Coarse respiratory crackles (finding)
47534009,Decompression of median nerve (procedure)
47546008,Warfarin overdosage (disorder)
47563007,Nutritional deficiency (finding)
47588004,Lead-203 (substance)
47604008,Miliary tuberculosis (disorder)
47609003,Foreign body in esophagus (disorder)
47625008,Intravenous route (qualifier value)
47631006,Adventitial degeneration (morphologic abnormality)
47639008,Pilonidal cyst (disorder)
47686007,Incomplete bilateral cleft palate (disorder)
47693006,Rupture of appendix (disorder)
47695004,Inability to cope (finding)
47703008,Lactose (substance)
47717004,Abnormal deglutition (finding)
47728000,Bone structure of shaft of radius (body structure)
47729008,Potassium (K-43) chloride (substance)
47812002,Functional diarrhea (disorder)
47821001,Postpartum hemorrhage (disorder)
47841006,Chronic nasopharyngitis (disorder)
47847005,"Autopsy, gross examination, limited, regional (procedure)"
47898004,Product containing verapamil (medicinal product)
47903000,Vitamin B deficiency (disorder)
47933007,Foot pain (finding)
47944004,Malocclusion of teeth (disorder)
47949009,Normal libido (finding)
47962008,Structure of myocardium of apex of heart (body structure)
47975008,Structure of root of tongue (body structure)
47985009,Structure of celiac lymph node (body structure)
47995002,Alcohol soluble nigrosine stain (substance)
48014002,Skin structure of perineum (body structure)
48015001,Fall through window (event)
48023004,Breast self-examination technique education (procedure)
48046002,Symptomatic sexual masochism (disorder)
48077000,Lower jaw region structure (body structure)
48079002,Disturbance in mood (finding)
48118002,Yapese (ethnic group)
